roadID	length	nodeID1	nodeID2	coords
17134	0.22322055914578026	12420	12556	-36.88853	174.72218	-36.88954	174.72361	-36.88992	174.72398
19656	0.2431473425630383	13612	13689	-36.88977	174.73364	-36.88765	174.73431
100	0.02052924385933284	16931	16956	-36.85512	174.76492	-36.85529	174.76501
100	0.13191094645281617	16956	16986	-36.85529	174.76501	-36.85634	174.7657
13107	0.21409097389479725	16083	15913	-36.86168	174.7543	-36.86201	174.75398	-36.86237	174.75364	-36.86312	174.75271
13107	0.44241461779857183	15913	15507	-36.86312	174.75271	-36.86359	174.75219	-36.8643	174.75149	-36.86613	174.74946
13107	1.5686264261966472	15507	13539	-36.86613	174.74946	-36.8669	174.74853	-36.86741	174.74786	-36.86765	174.74748	-36.86797	174.7469	-36.86816	174.74647	-36.8684	174.74583	-36.86848	174.74548	-36.86864	174.74493	-36.86877	174.74415	-36.86883	174.74345	-36.86883	174.74284	-36.86878	174.74209	-36.8684	174.73788	-36.86812	174.73501	-36.86806	174.7339	-36.86808	174.73297
13107	0.6568235738593531	13539	37368	-36.86808	174.73297	-36.86812	174.73216	-36.86827	174.73109	-36.86855	174.72958	-36.86877	174.72793	-36.86878	174.72665	-36.86872	174.72567
13107	2.091432146405054	37368	11053	-36.86872	174.72567	-36.86855	174.72229	-36.86855	174.72134	-36.86872	174.72007	-36.86902	174.7189	-36.86951	174.71722	-36.87042	174.7142	-36.87121	174.71151	-36.87132	174.71093	-36.87142	174.71017	-36.87147	174.70834	-36.87153	174.70779	-36.87179	174.70654	-36.87213	174.70533	-36.87222	174.70491	-36.87237	174.70379	-36.87239	174.70291
13107	0.8434087204169429	11053	10518	-36.87239	174.70291	-36.87235	174.70227	-36.87231	174.70179	-36.87218	174.701	-36.8719	174.69952	-36.87179	174.69883	-36.87173	174.69801	-36.8717	174.69746	-36.87172	174.6965	-36.87178	174.69351
16270	0.2032472246742779	11538	11607	-36.86799	174.71124	-36.86956	174.71241
16060	0.16061402475040776	32377	11127	-36.87404	174.70306	-36.87419	174.70317	-36.87479	174.70457
15884	0.16663786582194276	10998	11079	-36.87589	174.70201	-36.87598	174.7021	-36.87651	174.70254	-36.87657	174.70259	-36.87664	174.70268	-36.87672	174.70285	-36.8769	174.70332
15965	0.6496039173503314	11159	11053	-36.87194	174.70501	-36.8717	174.7048	-36.87149	174.70465	-36.87136	174.70448	-36.87104	174.70416	-36.87089	174.70385	-36.87067	174.70332	-36.87057	174.70291	-36.87057	174.70259	-36.87059	174.70231	-36.87063	174.70207	-36.8707	174.70184	-36.87083	174.70161	-36.87115	174.70132	-36.87136	174.70126	-36.87168	174.70126	-36.87196	174.70152	-36.87205	174.70161	-36.87213	174.70173	-36.87222	174.70205	-36.87239	174.70291
15799	0.1779598251603063	12025	12197	-36.88228	174.71789	-36.882	174.71986
15799	0.18553727392186398	12197	12384	-36.882	174.71986	-36.88194	174.72023	-36.88142	174.72181
15799	0.06159437537840224	12384	12450	-36.88142	174.72181	-36.88119	174.72244
15799	0.11191722622480157	12450	12513	-36.88119	174.72244	-36.8808	174.7236
15799	0.16434683670896197	12513	12684	-36.8808	174.7236	-36.88024	174.72531
15799	0.10311339228679134	12684	12810	-36.88024	174.72531	-36.88011	174.72566	-36.87971	174.72625
15799	0.047277340623625326	12810	9380	-36.87971	174.72625	-36.87943	174.72665
15799	0.026395065861669224	9380	12862	-36.87943	174.72665	-36.87928	174.72688
15799	0.12508628679089465	12862	13012	-36.87928	174.72688	-36.87855	174.72795
15799	0.03403492983785348	13012	13011	-36.87855	174.72795	-36.87836	174.72825
15799	0.11394768300455592	13011	9637	-36.87836	174.72825	-36.8777	174.72923
15799	0.07158886745536246	9637	13177	-36.8777	174.72923	-36.87728	174.72984
15799	0.26189375821285	13177	13456	-36.87728	174.72984	-36.87578	174.73211
15799	0.2062102872080308	13456	13699	-36.87578	174.73211	-36.87557	174.73243	-36.87505	174.73422
15799	0.19395477093210625	13699	13884	-36.87505	174.73422	-36.87501	174.73439	-36.87393	174.73587
15799	0.06414102111332297	13884	13972	-36.87393	174.73587	-36.87387	174.73597	-36.87376	174.73655
15799	0.1537516269492881	13972	14167	-36.87376	174.73655	-36.87351	174.73825
15799	0.26289080603620674	14167	14465	-36.87351	174.73825	-36.87327	174.74052	-36.87297	174.74107
15799	0.3744384571510718	14465	14927	-36.87297	174.74107	-36.87295	174.7411	-36.87278	174.74209	-36.8719	174.74505
15799	0.18175776272898003	14927	15204	-36.8719	174.74505	-36.87164	174.74647	-36.87157	174.74705
15799	0.08342380690011941	15204	15277	-36.87157	174.74705	-36.87149	174.74743	-36.87117	174.7478
15799	0.13165917126389085	15277	15413	-36.87117	174.7478	-36.87014	174.74853
